id,run-times,shoe-has-cool-features,shoe-has-colors,bought
2482,0,0,0,N
2483,5,0,1,Y
2484,5,1,1,Y
2485,4,1,1,Y
2486,2,1,1,Y
2487,0,0,1,Y
2488,2,0,0,N
2489,2,1,1,Y
2490,1,0,0,Y
2491,2,0,1,Y
2492,2,1,1,N
2493,0,0,0,N
2494,1,0,1,N
2495,2,0,0,N
2496,0,1,1,N
2497,2,0,1,Y
2498,0,1,1,Y
2499,3,0,1,Y
2500,3,1,1,Y
2501,5,1,1,Y
2502,2,0,0,N
2503,1,0,1,N
2504,0,0,1,Y
2505,4,0,1,Y
2506,0,0,0,N
2507,2,0,0,Y
2508,4,1,1,Y
2509,4,1,1,Y
2510,4,1,1,Y
2511,1,0,1,N
2512,0,1,1,Y
2513,1,0,0,N
2514,4,1,1,Y
2515,4,0,1,Y
2516,4,1,0,Y
2517,4,0,1,Y
2518,5,1,1,Y
2519,2,0,1,Y
2520,2,1,0,N
2521,2,0,0,N
2522,0,0,1,Y
2523,0,1,0,Y
2524,0,0,1,Y
2525,0,0,0,Y
2526,0,0,1,N
2527,0,1,0,N
2528,4,0,0,Y
2529,1,0,1,N
2530,2,1,1,N
2531,1,1,1,Y
2532,1,1,0,Y
2533,4,0,1,Y
2534,4,0,1,Y
2535,4,0,1,Y
2536,4,1,0,Y
2537,0,1,0,Y
2538,2,0,1,Y
2539,2,0,0,N
2540,0,0,1,Y
2541,4,1,1,Y
2542,0,1,1,N
2543,4,1,1,Y
2544,2,1,0,N
2545,0,0,1,N
2546,4,0,1,Y
2547,1,0,1,Y
2548,5,0,1,Y
2549,5,0,0,Y
2550,1,1,0,N
2551,5,1,1,Y
2552,0,0,1,N
2553,0,0,1,Y
2554,1,0,0,N
2555,0,0,1,Y
2556,5,0,1,Y
2557,4,0,1,Y
2558,0,0,1,Y
2559,4,0,1,Y
2560,2,0,1,Y
2561,2,1,0,Y
2562,2,1,0,Y
2563,1,1,1,Y
2564,1,0,1,N
2565,1,0,0,N
2566,5,0,1,Y
2567,3,1,1,Y
2568,0,0,1,N
2569,1,0,0,N
2570,3,1,1,Y
2571,1,0,0,N
2572,1,0,0,N
2573,4,1,1,Y
2574,2,1,1,Y
2575,0,0,1,Y
2576,3,1,0,Y
2577,0,1,1,Y
2578,0,0,0,N
2579,4,1,0,Y
2580,1,0,1,N
2581,0,0,1,N
2582,2,0,0,N
2583,2,0,1,N
2584,0,1,1,Y
2585,0,0,1,Y
2586,5,0,1,Y
2587,5,1,1,Y
2588,4,0,1,Y
2589,0,1,0,Y
2590,0,0,1,N
2591,0,1,1,N
2592,4,1,1,Y
2593,1,0,1,Y
2594,2,1,0,N
2595,1,0,0,N
2596,0,0,1,N
2597,5,0,1,Y
2598,0,0,1,Y
2599,4,0,0,Y
2600,2,0,0,Y
2601,5,0,1,Y
2602,5,1,0,Y
2603,2,0,0,N
2604,1,0,1,N
2605,5,0,1,Y
2606,0,0,1,Y
2607,0,1,0,N
2608,3,0,1,Y
2609,1,0,0,N
2610,2,1,1,Y
2611,2,0,1,Y
2612,1,1,1,Y
2613,0,0,1,Y
2614,5,1,0,Y
2615,0,0,0,N
2616,3,0,1,Y
2617,3,1,0,Y
2618,2,0,0,N
2619,2,0,1,N
2620,2,0,0,N
2621,0,1,1,Y
2622,0,0,0,N
2623,0,0,1,Y
2624,3,0,1,Y
2625,0,0,1,N
2626,5,0,1,Y
2627,3,1,1,Y
2628,1,0,0,N
2629,3,0,1,Y
2630,0,0,0,N
2631,5,1,1,Y
2632,3,1,1,Y
2633,4,0,1,Y
2634,0,1,0,N
2635,4,1,1,Y
2636,1,1,1,N
2637,2,0,1,N
2638,3,0,1,Y
2639,5,1,1,Y
2640,5,0,1,Y
2641,3,1,1,Y
2642,1,0,0,N
2643,1,0,1,Y
2644,5,1,1,Y
2645,2,0,1,Y
2646,0,0,0,N
2647,0,0,1,N
2648,1,0,0,N
2649,2,0,0,N
2650,0,0,1,Y
2651,1,0,1,Y
2652,1,1,0,Y
2653,1,0,1,N
2654,1,1,0,N
2655,3,0,1,Y
2656,3,1,1,Y
2657,2,0,0,N
2658,2,0,0,N
2659,0,0,0,Y
2660,5,0,1,Y
2661,2,0,1,Y
2662,0,0,1,Y
2663,1,0,0,N
2664,0,0,1,Y
2665,5,1,1,Y
2666,4,0,1,Y
2667,4,0,1,Y
2668,2,0,0,N
2669,0,1,1,N
2670,3,1,1,Y
2671,3,1,1,Y
2672,4,0,1,Y
2673,1,0,0,N
2674,4,1,1,Y
2675,5,0,1,Y
2676,4,0,1,Y
2677,1,0,1,N
2678,2,0,1,N
2679,4,1,1,Y
2680,0,1,0,N
2681,4,0,1,Y
2682,2,0,1,N
2683,5,0,1,Y
2684,1,0,0,N
2685,5,1,0,Y
2686,0,0,1,N
2687,3,0,1,Y
2688,1,0,1,Y
2689,0,0,0,N
2690,1,0,0,N
2691,0,0,1,Y
2692,1,0,0,N
2693,1,0,1,Y
2694,0,1,0,Y
2695,0,0,1,Y
2696,1,0,1,Y
2697,0,1,1,Y
2698,3,0,1,Y
2699,0,0,1,Y
2700,0,0,0,N
2701,1,1,0,N
2702,2,0,0,N
2703,0,0,1,Y
2704,4,0,1,Y
2705,1,0,1,N
2706,2,0,1,Y
2707,0,0,1,Y
2708,2,0,1,Y
2709,0,1,1,Y
2710,1,0,1,Y
2711,5,0,1,Y
2712,1,0,1,N
2713,2,0,1,Y
2714,2,1,1,N
2715,0,0,0,N
2716,0,1,0,N
2717,1,0,1,Y
2718,4,0,1,Y
2719,4,0,1,Y
2720,2,0,0,N
2721,5,1,1,Y
2722,0,1,1,N
2723,1,0,0,N
2724,2,0,0,N
2725,4,0,0,Y
2726,2,0,1,Y
2727,2,0,0,N
2728,3,1,1,Y
2729,4,0,1,Y
2730,4,0,0,Y
2731,0,0,1,Y
2732,0,0,1,Y
2733,2,1,0,N
2734,4,1,1,Y
2735,2,0,0,N
2736,0,1,0,Y
2737,0,0,0,N
2738,1,0,0,N
2739,0,1,0,N
2740,3,1,1,Y
2741,1,0,0,N
2742,3,1,1,Y
2743,2,0,1,N
2744,4,0,1,Y
2745,0,0,1,Y
2746,0,0,0,N
2747,1,0,1,N
2748,0,0,1,Y
2749,4,0,1,Y
2750,0,0,1,Y
2751,2,0,0,N
2752,2,0,1,N
2753,0,0,0,N
2754,5,0,0,Y
2755,4,0,1,Y
2756,2,0,1,N
2757,0,0,1,Y
2758,4,1,1,Y
2759,2,0,1,Y
2760,0,0,1,Y
2761,0,1,1,Y
2762,2,0,1,N
2763,0,0,0,N
2764,1,0,0,N
2765,2,1,1,Y
2766,0,0,0,N
2767,2,1,1,Y
2768,2,0,1,N
2769,0,0,1,Y
2770,1,0,1,Y
2771,4,1,1,Y
2772,0,0,1,Y
2773,1,0,1,Y
2774,4,1,1,Y
2775,1,0,1,N
2776,0,0,0,N
2777,0,1,0,N
2778,1,0,0,Y
2779,0,0,1,Y
2780,0,0,0,N
2781,1,0,0,Y
2782,3,0,1,Y
2783,0,0,0,N
2784,0,0,1,Y
2785,1,0,1,Y
2786,0,0,1,N
2787,1,0,1,Y
2788,5,0,1,Y
2789,0,0,1,N
2790,0,0,1,N
2791,1,0,0,N
2792,2,1,1,Y
2793,0,0,1,Y
2794,2,0,0,N
2795,0,1,1,Y
2796,4,0,1,Y
2797,0,1,1,Y
2798,1,0,1,N
2799,4,0,1,Y
2800,1,0,1,Y
2801,5,0,1,Y
2802,1,0,1,N
2803,5,0,1,Y
2804,2,1,1,Y
2805,3,0,1,Y
2806,3,0,1,Y
2807,5,0,1,Y
2808,2,0,0,N
2809,3,0,1,Y
2810,0,0,1,N
2811,1,0,1,N
2812,0,0,1,Y
2813,5,0,1,Y
2814,5,0,1,Y
2815,0,0,1,Y
2816,1,0,0,N
2817,5,0,1,Y
2818,0,0,0,N
2819,0,0,0,N
2820,4,0,1,Y
2821,5,1,1,Y
2822,1,1,1,Y
2823,2,0,1,N
2824,2,0,1,Y
2825,0,0,1,Y
2826,4,0,1,Y
2827,2,0,0,N
2828,2,0,0,N
2829,1,0,1,Y
2830,0,0,1,Y
2831,2,0,1,N
2832,3,0,1,Y
2833,5,0,1,Y
2834,4,1,1,Y
2835,0,0,1,Y
2836,2,0,0,N
2837,5,0,1,Y
2838,5,0,1,Y
2839,2,0,0,Y
2840,5,0,1,Y
2841,1,0,1,N
2842,0,1,0,N
2843,0,0,0,Y
2844,1,0,0,N
2845,3,1,0,Y
2846,2,0,0,N
2847,2,0,1,N
2848,0,0,1,Y
2849,2,0,0,N
2850,2,0,0,N
2851,0,0,1,Y
2852,4,1,1,Y
2853,4,1,1,Y
2854,2,1,1,Y
2855,0,0,1,Y
2856,0,0,1,Y
2857,5,1,1,Y
2858,1,0,0,N
2859,1,1,1,N
2860,2,1,0,Y
2861,2,1,1,Y
2862,1,0,1,N
2863,2,0,0,N
2864,2,0,0,N
2865,5,0,1,Y
2866,1,0,1,Y
2867,1,0,0,N
2868,5,0,1,Y
2869,0,1,1,Y
2870,1,0,0,N
2871,2,0,1,Y
2872,0,0,1,Y
2873,0,0,1,Y
2874,0,0,1,Y
2875,2,0,0,N
2876,0,0,1,Y
2877,0,0,1,Y
2878,2,0,1,Y
2879,5,1,1,Y
2880,5,0,1,Y
2881,0,0,1,Y
2882,5,1,1,Y
2883,1,0,0,N
2884,0,1,1,Y
2885,0,0,1,Y
2886,0,1,1,Y
2887,4,0,1,Y
2888,4,1,1,Y
2889,0,0,1,Y
2890,0,0,1,Y
2891,5,1,1,Y
2892,4,1,1,Y
2893,4,0,1,Y
2894,5,0,1,Y
2895,3,0,1,Y
2896,0,0,1,Y
2897,1,0,1,Y
2898,1,0,0,N
2899,2,0,1,N
2900,5,1,1,Y
2901,3,1,1,Y
2902,2,0,0,N
2903,5,0,1,Y
2904,0,1,1,Y
2905,1,0,1,N
2906,0,0,1,Y
2907,2,1,1,N
2908,4,0,0,Y
2909,5,0,1,Y
2910,1,0,1,Y
2911,4,1,1,Y
2912,0,1,1,N
2913,4,1,1,Y
2914,0,0,1,Y
2915,1,0,0,Y
2916,4,1,0,Y
2917,0,0,1,Y
2918,1,0,1,N
2919,5,0,1,Y
2920,5,0,1,Y
2921,2,1,0,N
2922,4,0,1,Y
2923,1,1,1,N
2924,4,1,1,Y
2925,0,0,0,N
2926,2,0,1,Y
2927,4,1,1,Y
2928,0,0,0,Y
2929,1,1,1,Y
2930,4,0,1,Y
2931,0,0,0,N
2932,2,0,1,Y
2933,1,0,1,N
2934,2,0,0,N
2935,2,1,1,Y
2936,1,0,0,N
2937,0,1,0,Y
2938,2,1,1,Y
2939,5,0,1,Y
2940,0,0,1,N
2941,5,0,1,Y
2942,2,0,1,N
2943,5,1,1,Y
2944,1,0,1,Y
2945,1,0,0,N
2946,2,0,1,Y
2947,0,1,1,Y
2948,1,0,0,N
2949,5,0,1,Y
2950,1,0,0,Y
2951,5,0,1,Y
2952,2,0,0,N
2953,1,0,0,N
2954,0,1,1,Y
2955,4,0,1,Y
2956,1,0,0,Y
2957,2,0,1,Y
2958,3,1,1,Y
2959,2,0,0,N
2960,0,0,1,Y
2961,1,0,0,N
2962,1,0,0,N
2963,0,0,1,Y
2964,0,1,1,Y
2965,5,0,1,Y
2966,3,0,1,Y
2967,0,0,1,Y
2968,0,0,1,Y
2969,5,0,0,Y
2970,3,0,1,Y
2971,1,0,0,N
2972,1,0,0,N
2973,1,0,0,N
2974,1,0,0,N
2975,4,0,0,Y
2976,3,0,1,Y
2977,1,0,1,N
2978,3,0,1,Y
2979,2,0,0,N
2980,2,0,1,N
2981,0,1,0,Y
2982,5,0,1,Y
2983,3,0,1,Y
2984,4,0,1,Y
2985,2,0,1,Y
2986,1,0,1,Y
2987,2,1,1,N
2988,5,0,1,Y
2989,0,1,1,N
2990,4,1,1,Y
2991,4,1,0,Y
2992,1,1,0,Y
2993,1,1,0,Y
2994,5,0,0,Y
2995,5,0,1,Y
2996,0,1,1,N
2997,1,0,0,N
2998,5,0,0,Y
2999,1,0,0,N
3000,2,0,0,Y
3001,1,0,1,Y
3002,4,0,1,Y
3003,2,0,1,Y
3004,1,0,1,Y
3005,4,1,1,Y
3006,4,0,1,Y
3007,2,1,1,Y
3008,4,0,1,Y
3009,4,0,1,Y
3010,2,0,1,Y
3011,4,1,1,Y
3012,2,0,0,N
3013,5,1,1,Y
3014,4,0,1,Y
3015,2,0,0,N
3016,4,0,0,Y
3017,5,1,1,Y
3018,5,1,1,Y
3019,3,1,1,Y
3020,1,1,1,Y
3021,4,0,1,Y
3022,5,0,1,Y
3023,2,1,0,N
3024,0,0,0,N
3025,3,0,1,Y
3026,2,1,1,Y
3027,5,0,1,Y
3028,0,0,0,N
3029,2,1,1,Y
3030,0,0,1,Y
3031,5,0,1,Y
3032,1,1,0,N
3033,2,0,0,N
3034,5,0,1,Y
3035,2,0,1,N
3036,0,0,1,Y
3037,4,0,1,Y
3038,1,0,0,N
3039,4,0,1,Y
3040,2,0,1,N
3041,5,1,1,Y
3042,5,0,1,Y
3043,2,1,1,Y
3044,1,1,1,Y
3045,1,1,0,Y
3046,2,1,1,Y
3047,2,0,1,N
3048,0,0,0,Y
3049,2,0,1,N
3050,5,0,1,Y
3051,2,1,1,Y
3052,2,0,1,N
3053,5,0,1,Y
3054,0,1,0,N
3055,4,1,1,Y
3056,5,0,0,Y
3057,0,1,1,Y
3058,4,0,1,Y
3059,3,0,1,Y
3060,0,0,1,Y
3061,2,1,0,N
3062,4,1,1,Y
3063,3,1,1,Y
3064,0,0,1,N
3065,0,0,1,N
3066,0,0,0,N
3067,0,1,1,Y
3068,5,1,1,Y
3069,0,0,1,N
3070,3,1,1,Y
3071,0,0,0,Y
3072,4,0,1,Y
3073,4,0,0,Y
3074,1,0,1,Y
3075,0,0,0,N
3076,4,0,0,Y
3077,4,1,1,Y
3078,0,0,0,N
3079,2,0,1,Y
3080,5,1,1,Y
3081,5,0,1,Y
3082,2,0,0,N
3083,2,0,0,N
3084,4,1,1,Y
3085,3,0,1,Y
3086,2,0,0,N
3087,1,0,0,N
3088,1,0,0,N
3089,2,0,0,N
3090,5,0,0,Y
3091,0,0,1,Y
3092,2,0,0,N
3093,0,0,0,N
3094,0,0,1,Y
3095,2,0,0,Y
3096,5,0,1,Y
3097,1,0,1,N
3098,0,0,0,N
3099,0,0,1,Y
3100,0,0,1,N
3101,5,1,0,Y
3102,4,0,1,Y
3103,5,1,0,Y
3104,5,0,1,Y
3105,4,0,0,Y
3106,1,0,0,N
3107,5,0,0,Y
3108,5,0,1,Y
3109,5,1,0,Y
3110,0,0,1,N
3111,1,1,0,N
3112,1,0,1,Y
3113,3,0,1,Y
3114,4,1,1,Y
3115,5,0,1,Y
3116,2,0,0,N
3117,2,1,1,Y
3118,5,1,1,Y
3119,5,0,1,Y
3120,0,0,1,Y
3121,5,1,1,Y
3122,4,1,1,Y
3123,2,0,0,N
3124,0,1,1,Y
3125,2,0,0,N
3126,0,0,1,Y
3127,4,1,1,Y
3128,5,0,0,Y
3129,0,0,0,N
3130,2,0,1,N
3131,1,0,1,Y
3132,5,0,1,Y
3133,1,1,1,Y
3134,2,0,1,Y
3135,0,0,1,Y
3136,4,0,1,Y
3137,2,0,0,N
3138,2,0,1,N
3139,1,0,1,Y
3140,2,0,0,N
3141,2,0,1,N
3142,3,1,1,Y
3143,4,0,1,Y
3144,5,0,1,Y
3145,5,0,0,Y
3146,2,0,0,N
3147,1,1,0,N
3148,0,1,0,N
3149,0,1,1,Y
3150,1,0,0,N
3151,0,0,0,N
3152,5,0,1,Y
3153,5,1,0,Y
3154,2,1,1,Y
3155,0,1,1,N
3156,0,0,0,N
3157,0,1,1,Y
3158,0,0,1,N
3159,3,1,1,Y
3160,1,1,0,Y
3161,5,1,1,Y
3162,0,0,1,N
3163,4,0,0,Y
3164,1,0,1,Y
3165,0,0,0,N
3166,2,0,0,N
3167,1,1,1,Y
3168,4,0,1,Y
3169,0,1,1,Y
3170,5,1,1,Y
3171,2,0,1,Y
3172,1,1,0,N
3173,0,0,1,Y
3174,0,0,1,Y
3175,0,0,1,N
3176,1,0,0,N
3177,4,0,1,Y
3178,3,0,1,Y
3179,3,1,1,Y
3180,2,1,1,N
3181,5,0,0,Y
3182,4,0,1,Y
3183,4,0,1,Y
3184,2,0,0,N
3185,5,1,1,Y
3186,2,1,1,N
3187,2,0,1,Y
3188,5,1,1,Y
3189,0,0,0,N
3190,5,0,1,Y
3191,0,0,0,N
3192,0,1,1,Y
3193,0,1,1,Y
3194,1,0,0,N
3195,0,0,1,Y
3196,0,0,0,N
3197,2,0,0,N
3198,2,0,1,Y
3199,5,1,1,Y
3200,3,1,1,Y
3201,4,1,1,Y
3202,1,0,1,Y
3203,5,0,0,Y
3204,4,0,1,Y
3205,1,0,1,Y
3206,2,0,1,Y
3207,5,1,1,Y
3208,0,0,0,Y
3209,5,0,1,Y
3210,4,0,1,Y
3211,2,0,0,N
3212,0,0,1,Y
3213,0,0,1,Y
3214,2,0,1,Y
3215,0,0,1,Y
3216,4,0,1,Y
3217,3,0,1,Y
3218,3,1,1,Y
3219,5,1,1,Y
3220,5,1,1,Y
3221,2,0,1,N
3222,1,0,1,Y
3223,1,0,1,N
3224,1,0,0,N
3225,2,0,1,Y
3226,2,0,1,N
3227,4,1,0,Y
3228,1,0,1,N
3229,5,0,0,Y
3230,0,1,0,N
3231,1,0,1,Y
3232,0,0,1,Y
3233,5,0,1,Y
3234,2,0,0,N
3235,4,0,1,Y
3236,5,0,0,Y
3237,1,0,0,N
3238,0,0,1,Y
3239,0,0,1,Y
3240,0,0,1,N
3241,0,0,1,Y
3242,4,0,1,Y
3243,0,0,1,N
3244,3,0,1,Y
3245,5,0,0,Y
3246,2,0,0,Y
3247,4,1,0,Y
3248,1,0,0,N
3249,1,1,0,N
3250,3,1,1,Y
3251,1,0,1,N
3252,1,0,0,Y
3253,2,0,0,N
3254,0,0,1,N
3255,1,0,1,Y
3256,4,0,1,Y
3257,0,0,1,Y
3258,0,0,1,Y
3259,2,1,0,N
3260,0,1,1,Y
3261,1,0,0,N
3262,4,0,1,Y
3263,1,0,1,Y
3264,1,1,1,Y
3265,0,0,0,N
3266,0,0,1,Y
3267,0,0,0,N
3268,0,0,1,Y
3269,3,0,0,Y
3270,5,1,1,Y
3271,4,0,1,Y
3272,0,0,0,N
3273,1,0,1,Y
3274,0,0,1,Y
3275,1,0,1,Y
3276,0,0,1,N
3277,0,0,0,N
3278,2,0,0,N
3279,5,1,1,Y
3280,0,1,1,Y
3281,1,0,0,N
3282,2,0,1,Y
3283,1,1,1,Y
3284,4,0,1,Y
3285,0,0,1,N
3286,0,0,1,Y
3287,0,1,1,Y
3288,0,1,1,Y
3289,5,0,1,Y
3290,0,0,1,Y
3291,0,1,1,Y
3292,1,1,1,Y
3293,2,0,1,N
3294,1,1,0,N
3295,0,1,1,Y
3296,0,0,0,N
3297,0,1,1,Y
3298,0,0,0,N
3299,1,0,1,N
3300,5,0,1,Y
3301,2,0,0,N
3302,2,0,0,N
3303,0,0,1,Y
3304,2,0,0,N
3305,0,0,0,N
3306,0,0,1,Y
3307,3,0,0,Y
3308,1,0,0,N
3309,5,0,1,Y
3310,2,0,0,N
3311,4,1,1,Y
3312,0,0,0,N
3313,1,0,1,Y
3314,2,1,1,Y
3315,1,0,0,N
3316,1,0,0,N
3317,2,1,1,Y
3318,4,0,1,Y
3319,4,0,1,Y
3320,4,1,1,Y
3321,5,0,1,Y
3322,3,0,1,Y
3323,0,1,1,Y
3324,0,0,1,Y
3325,1,0,1,N
3326,2,0,1,Y
3327,1,0,0,N
3328,2,1,0,N
3329,0,0,0,N
3330,4,0,1,Y
3331,3,0,1,Y
3332,1,0,0,Y
3333,0,0,1,Y
3334,4,0,0,Y
3335,0,0,0,N
3336,5,0,1,Y
3337,1,0,1,N
3338,1,1,1,Y
3339,0,0,1,Y
3340,2,0,1,Y
3341,4,1,1,Y
3342,2,0,0,N
3343,1,0,0,Y
3344,5,0,1,Y
3345,1,0,1,N
3346,4,1,1,Y
3347,2,0,0,N
3348,1,1,0,Y
3349,1,0,1,N
3350,2,0,0,N
3351,3,0,1,Y
3352,0,0,1,Y
3353,2,1,0,N
3354,5,0,1,Y
3355,0,1,1,Y
3356,2,0,0,Y
3357,0,0,0,N
3358,0,0,1,Y
3359,5,0,1,Y
3360,0,1,1,Y
3361,5,0,1,Y
3362,3,0,1,Y
3363,1,0,1,Y
3364,4,0,0,Y
3365,0,1,1,Y
3366,2,0,0,N
3367,3,1,1,Y
3368,4,0,1,Y
3369,5,0,1,Y
3370,2,1,1,Y
3371,0,0,1,Y
3372,1,0,1,Y
3373,5,1,1,Y
3374,1,1,1,Y
3375,1,0,1,N
3376,0,1,1,Y
3377,0,1,1,Y
3378,2,0,1,N
3379,4,1,1,Y
3380,2,0,1,N
3381,3,1,1,Y
3382,1,1,1,Y
3383,2,0,0,N
3384,0,0,0,N
3385,0,0,1,Y
3386,4,1,1,Y
3387,2,0,1,Y
3388,4,0,1,Y
3389,0,0,0,N
3390,2,1,0,N
3391,1,1,1,Y
3392,1,1,1,Y
3393,4,0,1,Y
3394,4,0,1,Y
3395,4,0,1,Y
3396,2,1,1,Y
3397,0,0,1,Y
3398,4,1,1,Y
3399,2,0,0,N
3400,3,1,1,Y
3401,2,0,0,Y
3402,2,1,1,Y
3403,2,0,1,Y
3404,4,1,1,Y
3405,0,0,0,N
3406,1,0,1,N
3407,0,0,0,N
3408,1,0,0,Y
3409,1,0,0,N
3410,0,0,1,Y
3411,0,1,1,Y
3412,1,1,1,Y
3413,5,1,1,Y
3414,4,0,1,Y
3415,1,0,0,N
3416,5,0,1,Y
3417,0,1,1,Y
3418,3,0,0,Y
3419,0,0,1,Y
3420,4,1,1,Y
3421,2,0,1,Y
3422,2,0,1,N
3423,2,0,0,N
3424,4,0,1,Y
3425,1,1,0,N
3426,1,1,1,Y
3427,0,0,0,N
3428,5,0,1,Y
3429,4,0,1,Y
3430,2,0,0,N
3431,1,0,1,Y
3432,3,0,1,Y
3433,4,1,1,Y
3434,0,1,1,N
3435,2,1,0,Y
3436,5,0,1,Y
3437,0,0,0,N
3438,1,1,1,Y
3439,5,0,1,Y
3440,5,1,1,Y
3441,0,0,0,N
3442,5,0,1,Y
3443,4,0,1,Y
3444,2,0,0,N
3445,0,0,1,Y
3446,0,0,0,Y
3447,5,0,0,Y
3448,0,0,0,Y
3449,4,0,1,Y
3450,0,0,1,N
3451,5,0,1,Y
3452,2,0,0,Y
3453,5,0,1,Y
3454,1,1,0,N
3455,3,0,1,Y
3456,5,0,1,Y
3457,2,1,1,Y
3458,1,0,1,N
3459,1,0,0,N
3460,2,0,0,N
3461,3,0,1,Y
3462,4,0,0,Y
3463,0,0,1,N
3464,3,1,1,Y
3465,5,1,1,Y
3466,4,0,1,Y
3467,2,1,0,Y
3468,2,0,0,N
3469,5,0,1,Y
3470,2,0,0,N
3471,3,1,0,Y
3472,2,1,1,N
3473,0,1,0,N
3474,1,0,0,N
3475,2,0,1,Y
3476,0,0,1,Y
3477,0,0,1,Y
3478,1,0,1,N
3479,4,0,1,Y
3480,5,0,0,Y
3481,1,0,0,N
3482,2,0,0,N
3483,0,0,1,N
3484,5,0,1,Y
3485,1,0,1,Y
3486,4,0,0,Y
3487,3,0,1,Y
3488,4,1,0,Y
3489,1,0,0,N
3490,2,0,1,N
3491,2,0,1,N
3492,5,1,1,Y
3493,5,0,1,Y
3494,2,0,0,N
3495,0,0,1,N
3496,1,0,0,N
3497,1,0,0,N
3498,0,0,1,Y
3499,4,1,1,Y
3500,5,0,1,Y
3501,0,0,1,Y
3502,0,0,1,N
3503,1,0,0,N
3504,1,0,0,N
3505,4,1,1,Y
3506,2,0,1,Y
3507,0,0,0,N
3508,3,0,0,Y
3509,0,0,0,N
3510,0,0,1,Y
3511,1,0,0,N
3512,1,0,1,Y
3513,0,0,0,N
3514,2,0,1,Y
3515,0,0,1,Y
3516,0,0,0,Y
3517,1,0,0,N
3518,0,0,1,Y
3519,3,1,1,Y
3520,1,0,0,N
3521,3,0,1,Y
3522,2,0,0,N
3523,4,0,1,Y
3524,2,0,0,N
3525,5,1,1,Y
3526,3,0,0,Y
3527,1,0,1,Y
3528,2,1,1,Y
3529,1,1,1,Y
3530,4,0,1,Y
3531,2,1,1,Y
3532,3,0,0,Y
3533,1,0,0,N
3534,5,0,0,Y
3535,1,0,1,Y
3536,0,0,1,Y
3537,2,0,0,N
3538,1,0,0,Y
3539,2,0,1,N
3540,2,0,0,Y
3541,1,0,1,Y
3542,5,0,1,Y
3543,0,0,1,Y
3544,5,0,1,Y
3545,2,1,1,Y
3546,2,0,1,Y
3547,0,1,1,Y
3548,4,0,1,Y
3549,1,0,1,Y
3550,0,0,1,Y
3551,0,0,0,N
3552,1,0,1,Y
3553,5,1,1,Y
3554,1,0,0,N
3555,0,0,1,Y
3556,4,0,1,Y
3557,5,1,0,Y
3558,1,0,1,N
3559,1,0,1,N
3560,4,1,1,Y
3561,1,0,0,N
3562,3,0,1,Y
3563,0,1,0,Y
3564,2,0,1,N
3565,0,1,1,Y
3566,5,0,1,Y
3567,5,0,1,Y
3568,0,0,1,Y
3569,4,0,0,Y
3570,4,0,1,Y
3571,2,1,1,Y
3572,3,0,1,Y
3573,0,1,0,Y
3574,3,0,1,Y
3575,0,0,0,N
3576,2,1,0,Y
3577,1,0,0,N
3578,5,1,1,Y
3579,0,0,1,Y
3580,4,0,1,Y
3581,0,0,1,N
3582,5,1,1,Y
3583,0,0,1,Y
3584,0,0,0,N
3585,2,0,1,N
3586,0,0,0,N
3587,0,0,1,Y
3588,4,0,1,Y
3589,0,0,0,N
3590,4,0,1,Y
3591,2,0,1,Y
3592,0,0,0,N
3593,0,1,0,Y
3594,5,0,0,Y
3595,0,1,0,N
3596,4,0,1,Y
3597,0,0,1,Y
3598,2,0,1,Y
3599,0,0,0,N
3600,1,0,1,Y
3601,4,1,0,Y
3602,5,0,1,Y
3603,0,0,1,N
3604,5,0,1,Y
3605,3,0,1,Y
3606,2,0,1,Y
3607,5,0,1,Y
3608,2,0,1,N
3609,0,1,0,N
3610,1,0,0,N
3611,2,1,0,N
3612,2,1,1,Y
3613,2,0,1,N
3614,0,0,1,N
3615,0,0,1,N
3616,0,0,0,Y
3617,2,0,1,N
3618,5,1,0,Y
3619,2,0,0,N
3620,2,0,1,N
3621,4,1,1,Y
3622,0,0,1,N
3623,0,0,1,Y
3624,2,0,0,N
3625,0,0,1,N
3626,1,1,1,Y
3627,2,0,1,N
3628,2,0,1,Y
3629,1,1,1,Y
3630,4,1,1,Y
3631,2,0,0,N
3632,2,0,0,N
3633,0,0,1,N
3634,5,0,0,Y
3635,4,0,0,Y
3636,1,0,0,N
3637,0,1,1,Y
3638,2,0,0,N
3639,1,0,1,Y
3640,4,0,0,Y
3641,2,0,1,N
3642,4,0,1,Y
3643,1,0,1,N
3644,2,0,1,N
3645,0,1,0,N
3646,2,1,1,N
3647,2,0,0,N
3648,1,0,1,Y
3649,0,0,0,N
3650,0,0,1,N
3651,4,0,1,Y
3652,2,0,1,N
3653,1,1,1,Y
3654,1,1,1,Y
3655,4,1,1,Y
3656,3,1,1,Y
3657,0,0,1,Y
3658,4,1,1,Y
3659,2,1,1,Y
3660,3,0,1,Y
3661,4,0,0,Y
3662,5,0,1,Y
3663,4,0,1,Y
3664,5,0,0,Y
3665,0,0,0,Y
3666,5,0,1,Y
3667,2,0,0,N
3668,3,1,1,Y
3669,5,0,1,Y
3670,0,0,0,Y
3671,1,0,1,Y
3672,2,0,0,N
3673,3,1,1,Y
3674,4,0,0,Y
3675,2,0,1,Y
3676,4,1,1,Y
3677,5,1,1,Y
3678,3,0,1,Y
3679,0,0,0,N
