id,travel-dest,spend
2824,ITALY,71
2825,SPAIN,23
2826,UK,33
2827,CHINA,49
2828,NONE,442
2829,THAILAND,86
2830,SOUTH KOREA,79
2831,US,37
2832,US,33
2833,SOUTH KOREA,55
2834,CHILE,67
2835,SPAIN,87
2836,CHINA,55
2837,CHINA,59
2838,US,60
2839,MEXICO,53
2840,SOUTH KOREA,37
2841,SPAIN,38
2842,US,95
2843,NONE,395
2844,UK,45
2845,TURKEY,55
2846,MEXICO,73
2847,MEXICO,94
2848,NONE,894
2849,MEXICO,84
2850,TURKEY,32
2851,SPAIN,55
2852,ITALY,42
2853,UK,92
2854,US,31
2855,CHINA,90
2856,THAILAND,95
2857,SPAIN,81
2858,SPAIN,34
2859,NONE,887
2860,UK,85
2861,ITALY,20
2862,TURKEY,38
2863,SPAIN,55
2864,CHINA,52
2865,UK,83
2866,NONE,321
2867,NONE,217
2868,TURKEY,25
2869,MEXICO,97
2870,CHINA,61
2871,SPAIN,54
2872,CHINA,40
2873,CHINA,35
2874,CHILE,48
2875,CHILE,76
2876,ITALY,25
2877,MEXICO,61
2878,SOUTH KOREA,91
2879,CANADA,87
2880,CHINA,27
2881,SOUTH KOREA,47
2882,MEXICO,36
2883,UK,95
2884,CANADA,63
2885,NONE,905
2886,UK,22
2887,TURKEY,86
2888,NONE,177
2889,UK,73
2890,US,29
2891,CANADA,45
2892,SOUTH KOREA,96
2893,CANADA,47
2894,MEXICO,70
2895,SPAIN,93
2896,US,51
2897,NONE,343
2898,UK,80
2899,SPAIN,21
2900,ITALY,23
2901,TURKEY,68
2902,CHILE,86
2903,SPAIN,80
2904,CANADA,84
2905,TURKEY,50
2906,NONE,630
2907,UK,61
2908,UK,58
2909,SPAIN,50
2910,TURKEY,74
2911,TURKEY,73
2912,CANADA,78
2913,CHINA,68
2914,TURKEY,87
2915,MEXICO,53
2916,SPAIN,64
2917,NONE,910
2918,ITALY,32
2919,CHINA,52
2920,NONE,348
2921,TURKEY,76
2922,MEXICO,79
2923,CHINA,69
2924,THAILAND,27
2925,SPAIN,99
2926,UK,95
2927,CHINA,73
2928,UK,27
2929,TURKEY,52
2930,NONE,357
2931,SPAIN,42
2932,THAILAND,48
2933,SOUTH KOREA,55
2934,NONE,736
2935,NONE,103
2936,SPAIN,65
2937,US,23
2938,MEXICO,72
2939,UK,64
2940,CHINA,86
2941,SOUTH KOREA,60
2942,UK,71
2943,CHINA,63
2944,NONE,454
2945,US,95
2946,UK,57
2947,MEXICO,21
2948,NONE,859
2949,ITALY,74
2950,SPAIN,82
2951,CHINA,63
2952,US,89
2953,CHILE,67
2954,NONE,788
2955,ITALY,77
2956,US,83
2957,CANADA,73
2958,MEXICO,66
2959,CHINA,96
2960,UK,97
2961,MEXICO,99
2962,CHINA,51
2963,MEXICO,37
2964,CANADA,97
2965,TURKEY,45
2966,CHILE,32
2967,UK,72
2968,US,47
2969,CHILE,94
2970,THAILAND,57
2971,CHINA,22
2972,THAILAND,30
2973,SPAIN,29
2974,MEXICO,62
2975,MEXICO,69
2976,CANADA,90
2977,CHINA,44
2978,CHILE,68
2979,UK,67
2980,ITALY,37
2981,THAILAND,78
2982,THAILAND,74
2983,TURKEY,94
2984,UK,38
2985,SPAIN,63
2986,MEXICO,69
2987,TURKEY,24
2988,ITALY,56
2989,CHILE,21
2990,SPAIN,65
2991,CHILE,42
2992,CANADA,88
2993,THAILAND,38
2994,UK,78
2995,CANADA,21
2996,SPAIN,27
2997,UK,22
2998,UK,88
2999,CHILE,27
3000,SOUTH KOREA,66
3001,SPAIN,35
3002,THAILAND,97
3003,THAILAND,28
3004,SPAIN,47
3005,CANADA,48
3006,CHINA,83
3007,MEXICO,57
3008,US,69
3009,CANADA,74
3010,TURKEY,62
3011,CHILE,47
3012,THAILAND,47
3013,US,72
3014,US,75
3015,TURKEY,30
3016,THAILAND,50
3017,SPAIN,99
3018,UK,53
3019,SPAIN,77
3020,ITALY,30
3021,CANADA,78
3022,CANADA,53
3023,ITALY,89
3024,NONE,249
3025,UK,70
3026,NONE,430
3027,US,23
3028,TURKEY,22
3029,MEXICO,50
3030,SOUTH KOREA,95
3031,CHINA,80
3032,CHINA,28
3033,US,48
3034,THAILAND,54
3035,SPAIN,22
3036,ITALY,80
3037,NONE,973
3038,US,96
3039,CHINA,30
3040,SPAIN,37
3041,UK,31
3042,MEXICO,77
3043,UK,68
3044,SOUTH KOREA,53
3045,MEXICO,71
3046,UK,89
3047,NONE,102
3048,TURKEY,43
3049,THAILAND,82
3050,SPAIN,83
3051,THAILAND,70
3052,CANADA,61
3053,ITALY,90
3054,THAILAND,49
3055,NONE,402
3056,SPAIN,22
3057,US,53
3058,SOUTH KOREA,46
3059,THAILAND,29
3060,UK,68
3061,SOUTH KOREA,65
3062,NONE,364
3063,SPAIN,73
3064,CANADA,44
3065,US,26
3066,CHILE,28
3067,UK,23
3068,UK,89
3069,NONE,700
3070,CANADA,79
3071,NONE,245
3072,CANADA,52
3073,CHINA,92
3074,MEXICO,87
3075,US,28
3076,US,74
3077,TURKEY,24
3078,CHILE,81
3079,US,61
3080,CANADA,74
3081,SOUTH KOREA,75
3082,SPAIN,25
3083,UK,58
3084,ITALY,87
3085,NONE,649
3086,THAILAND,85
3087,MEXICO,84
3088,CHINA,78
3089,SPAIN,22
3090,UK,52
3091,CHILE,60
3092,ITALY,74
3093,CHILE,79
3094,SPAIN,96
3095,SOUTH KOREA,42
3096,MEXICO,35
3097,CHILE,76
3098,CANADA,89
3099,SOUTH KOREA,93
3100,MEXICO,91
3101,CHINA,74
3102,THAILAND,67
3103,CANADA,36
3104,UK,55
3105,US,22
3106,CHILE,66
3107,CHILE,68
3108,CHINA,21
3109,ITALY,42
3110,US,32
3111,NONE,350
3112,SPAIN,91
3113,MEXICO,58
3114,SPAIN,26
3115,NONE,909
3116,CHILE,75
3117,CHINA,87
3118,US,55
3119,MEXICO,67
3120,UK,92
3121,SPAIN,85
3122,US,43
3123,TURKEY,30
3124,NONE,510
3125,SPAIN,86
3126,US,89
3127,TURKEY,71
3128,ITALY,20
3129,SOUTH KOREA,72
3130,MEXICO,20
3131,TURKEY,33
3132,ITALY,40
3133,UK,55
3134,ITALY,100
3135,THAILAND,80
3136,UK,97
3137,THAILAND,96
3138,CANADA,32
3139,NONE,689
3140,SPAIN,45
3141,MEXICO,73
3142,ITALY,28
3143,US,32
3144,US,98
3145,ITALY,69
3146,TURKEY,77
3147,MEXICO,41
3148,US,48
3149,ITALY,33
3150,UK,96
3151,ITALY,72
3152,THAILAND,98
3153,US,21
3154,ITALY,51
3155,US,36
3156,NONE,604
3157,SOUTH KOREA,72
3158,US,59
3159,UK,68
3160,CHINA,65
3161,NONE,639
3162,TURKEY,63
3163,ITALY,35
3164,MEXICO,80
3165,SOUTH KOREA,73
3166,MEXICO,56
3167,SOUTH KOREA,20
3168,CHINA,35
3169,SOUTH KOREA,95
3170,CHINA,74
3171,CHILE,96
3172,SOUTH KOREA,84
3173,ITALY,85
3174,NONE,852
3175,US,64
3176,THAILAND,61
3177,UK,68
3178,CHILE,79
3179,SOUTH KOREA,98
3180,CANADA,52
3181,SOUTH KOREA,86
3182,CHINA,85
3183,SOUTH KOREA,80
3184,TURKEY,68
3185,US,43
3186,CANADA,67
3187,NONE,996
3188,ITALY,82
3189,CHINA,26
3190,CHILE,44
3191,CHILE,31
3192,THAILAND,33
3193,US,40
3194,ITALY,81
3195,NONE,403
3196,CANADA,75
3197,CHINA,91
3198,TURKEY,96
3199,CHINA,64
3200,ITALY,63
3201,CHINA,96
3202,CHINA,57
3203,CANADA,28
3204,CHILE,47
3205,SOUTH KOREA,74
3206,TURKEY,86
3207,ITALY,90
3208,TURKEY,87
3209,NONE,902
3210,SPAIN,79
3211,SOUTH KOREA,28
3212,CANADA,91
3213,THAILAND,85
3214,MEXICO,83
3215,ITALY,24
3216,CANADA,77
3217,CHILE,58
3218,UK,89
3219,NONE,983
3220,THAILAND,43
3221,SOUTH KOREA,61
3222,UK,65
3223,MEXICO,81
3224,CHILE,43
3225,UK,95
3226,MEXICO,93
3227,SOUTH KOREA,77
3228,UK,56
3229,CANADA,97
3230,ITALY,36
3231,CHINA,76
3232,MEXICO,89
3233,CANADA,27
3234,CHINA,80
3235,MEXICO,56
3236,SOUTH KOREA,84
3237,SOUTH KOREA,68
3238,ITALY,97
3239,NONE,214
3240,TURKEY,36
3241,ITALY,42
3242,SPAIN,74
3243,CHILE,82
3244,SOUTH KOREA,48
3245,SOUTH KOREA,52
3246,CANADA,70
3247,ITALY,59
3248,CHILE,69
3249,US,22
3250,NONE,145
3251,THAILAND,39
3252,UK,81
3253,CANADA,52
3254,UK,87
3255,SOUTH KOREA,90
3256,SPAIN,45
3257,CHILE,44
3258,ITALY,34
3259,SOUTH KOREA,28
3260,CHILE,76
3261,US,36
3262,UK,75
3263,THAILAND,65
3264,MEXICO,30
3265,TURKEY,100
3266,THAILAND,84
3267,CHILE,29
3268,SPAIN,86
3269,MEXICO,58
3270,CANADA,41
3271,MEXICO,71
3272,ITALY,86
3273,TURKEY,46
3274,TURKEY,50
3275,UK,67
3276,SPAIN,89
3277,CHILE,70
3278,SPAIN,81
3279,THAILAND,37
3280,ITALY,75
3281,MEXICO,62
3282,ITALY,77
3283,SOUTH KOREA,92
3284,UK,68
3285,SOUTH KOREA,79
3286,SOUTH KOREA,70
3287,UK,51
3288,SOUTH KOREA,44
3289,ITALY,56
3290,CHILE,85
3291,CHILE,31
3292,ITALY,91
3293,NONE,433
3294,MEXICO,47
3295,ITALY,31
3296,TURKEY,82
3297,THAILAND,48
3298,NONE,962
3299,SPAIN,94
3300,US,32
3301,NONE,356
3302,US,22
3303,TURKEY,67
3304,MEXICO,53
3305,CHINA,53
3306,CANADA,50
3307,THAILAND,98
3308,NONE,285
3309,UK,48
3310,CANADA,32
3311,MEXICO,38
3312,TURKEY,93
3313,THAILAND,62
3314,NONE,130
3315,US,67
3316,THAILAND,52
3317,US,38
3318,US,52
3319,SPAIN,83
3320,THAILAND,27
3321,TURKEY,26
3322,CHILE,60
3323,MEXICO,82
3324,CANADA,59
3325,SPAIN,42
3326,NONE,603
3327,SPAIN,55
3328,UK,38
3329,CHILE,55
3330,NONE,419
3331,SPAIN,98
3332,NONE,493
3333,UK,45
3334,SOUTH KOREA,83
3335,NONE,62
3336,US,82
3337,ITALY,59
3338,ITALY,46
3339,MEXICO,42
3340,NONE,662
3341,SPAIN,67
3342,CANADA,62
3343,CANADA,21
3344,CHINA,88
3345,US,33
3346,UK,28
3347,TURKEY,68
3348,CHINA,40
3349,ITALY,53
3350,THAILAND,96
3351,US,95
3352,CHILE,96
3353,UK,64
3354,NONE,653
3355,SPAIN,59
3356,CHINA,25
3357,US,75
3358,CHILE,43
3359,CHILE,24
3360,CANADA,26
3361,CHILE,82
3362,CANADA,42
3363,THAILAND,66
3364,US,82
3365,US,97
3366,SOUTH KOREA,26
3367,SOUTH KOREA,25
3368,SOUTH KOREA,65
3369,TURKEY,50
3370,CANADA,73
3371,THAILAND,87
3372,SPAIN,78
3373,SPAIN,93
3374,CHILE,56
3375,NONE,534
3376,TURKEY,22
3377,NONE,96
3378,MEXICO,42
3379,SOUTH KOREA,39
3380,CHINA,74
3381,SOUTH KOREA,32
3382,MEXICO,41
3383,SOUTH KOREA,90
3384,NONE,484
3385,SOUTH KOREA,24
3386,CANADA,53
3387,UK,79
3388,THAILAND,89
3389,CHILE,79
3390,CHINA,28
3391,MEXICO,74
3392,CHILE,49
3393,TURKEY,28
3394,US,42
3395,CANADA,24
3396,NONE,80
3397,CHILE,41
3398,CANADA,56
3399,CHINA,98
3400,NONE,441
3401,UK,30
3402,NONE,328
3403,MEXICO,44
3404,SOUTH KOREA,92
3405,MEXICO,73
3406,SOUTH KOREA,73
3407,MEXICO,77
3408,TURKEY,76
3409,CHILE,21
3410,CHINA,91
3411,CANADA,32
3412,TURKEY,88
3413,CHINA,43
3414,TURKEY,59
3415,SOUTH KOREA,100
3416,NONE,983
3417,MEXICO,36
3418,ITALY,80
3419,MEXICO,29
3420,US,34
3421,CANADA,86
3422,CHINA,22
3423,SOUTH KOREA,58
3424,SPAIN,58
3425,CHINA,23
3426,SPAIN,60
3427,NONE,756
3428,SOUTH KOREA,85
3429,NONE,657
3430,SPAIN,78
3431,CHILE,95
3432,THAILAND,28
3433,NONE,430
3434,CHILE,97
3435,CHINA,96
3436,UK,39
3437,US,91
3438,TURKEY,22
3439,TURKEY,56
3440,NONE,504
3441,US,22
3442,THAILAND,64
3443,CHILE,59
3444,CANADA,70
3445,CHILE,83
3446,SOUTH KOREA,49
3447,UK,24
3448,ITALY,73
3449,UK,64
3450,MEXICO,42
3451,SPAIN,40
3452,SOUTH KOREA,24
3453,CANADA,42
3454,CANADA,23
3455,SOUTH KOREA,20
3456,TURKEY,40
3457,THAILAND,90
3458,US,64
3459,US,95
3460,SPAIN,31
3461,NONE,309
3462,CHINA,34
3463,US,99
3464,SPAIN,60
3465,CANADA,58
3466,TURKEY,24
3467,TURKEY,45
3468,US,50
3469,TURKEY,90
3470,SPAIN,82
3471,THAILAND,76
3472,SOUTH KOREA,30
3473,THAILAND,65
3474,US,100
3475,THAILAND,82
3476,MEXICO,23
3477,SOUTH KOREA,40
3478,SOUTH KOREA,68
3479,CHILE,57
3480,US,30
3481,TURKEY,42
3482,CHINA,46
3483,MEXICO,85
3484,THAILAND,21
3485,CANADA,74
3486,TURKEY,69
3487,SPAIN,47
3488,US,25
3489,CHINA,54
3490,CHILE,33
3491,ITALY,50
3492,UK,90
3493,CHINA,83
3494,NONE,369
3495,UK,70
3496,CANADA,99
3497,NONE,496
3498,MEXICO,41
3499,CHINA,57
3500,UK,50
3501,TURKEY,82
3502,CANADA,54
3503,MEXICO,91
3504,SOUTH KOREA,58
3505,TURKEY,91
3506,ITALY,92
3507,CHILE,46
3508,NONE,381
3509,US,43
3510,CANADA,51
3511,SPAIN,83
3512,CHILE,45
3513,UK,48
3514,UK,81
3515,THAILAND,25
3516,CHILE,68
3517,US,79
3518,ITALY,37
3519,CHINA,82
3520,THAILAND,81
3521,US,47
3522,ITALY,45
3523,US,43
3524,TURKEY,53
3525,NONE,103
3526,THAILAND,27
3527,ITALY,36
3528,ITALY,55
3529,TURKEY,72
3530,TURKEY,72
3531,SPAIN,26
3532,US,54
3533,CHILE,49
3534,CHILE,37
3535,CHINA,49
3536,CHINA,71
3537,NONE,855
3538,UK,39
3539,ITALY,60
3540,SPAIN,95
3541,SOUTH KOREA,22
3542,UK,67
3543,THAILAND,25
3544,SOUTH KOREA,41
3545,MEXICO,63
3546,UK,67
3547,ITALY,98
3548,SOUTH KOREA,28
3549,US,94
3550,SOUTH KOREA,56
3551,ITALY,34
3552,MEXICO,23
3553,SOUTH KOREA,73
3554,CHILE,24
3555,THAILAND,46
3556,ITALY,80
3557,UK,98
3558,ITALY,31
3559,UK,23
3560,CHILE,98
3561,CHILE,53
3562,ITALY,23
3563,MEXICO,84
3564,US,24
3565,US,73
3566,TURKEY,34
3567,MEXICO,70
3568,SPAIN,80
3569,TURKEY,63
3570,NONE,76
3571,NONE,935
3572,CHILE,59
3573,SPAIN,30
3574,SPAIN,25
3575,ITALY,47
3576,NONE,649
3577,ITALY,55
3578,US,39
3579,THAILAND,68
3580,NONE,550
3581,CHILE,94
3582,SPAIN,96
3583,SPAIN,68
3584,ITALY,59
3585,CHINA,28
3586,US,52
3587,TURKEY,25
3588,UK,60
3589,THAILAND,44
3590,CANADA,38
3591,US,77
3592,CHINA,53
3593,THAILAND,76
3594,CHINA,71
3595,SOUTH KOREA,28
3596,US,80
3597,CHILE,22
3598,CANADA,42
3599,TURKEY,75
3600,ITALY,82
3601,US,51
3602,US,87
3603,NONE,150
3604,SPAIN,86
3605,TURKEY,75
3606,UK,87
3607,CHILE,51
3608,SOUTH KOREA,24
3609,MEXICO,79
3610,US,82
3611,NONE,145
3612,CHINA,64
3613,CHILE,25
3614,CHILE,63
3615,TURKEY,98
3616,THAILAND,96
3617,NONE,443
3618,US,81
3619,SPAIN,100
3620,TURKEY,26
3621,TURKEY,30
3622,SOUTH KOREA,93
3623,TURKEY,63
3624,TURKEY,27
3625,CANADA,76
3626,US,42
3627,SOUTH KOREA,63
3628,US,83
3629,CANADA,84
3630,UK,61
3631,MEXICO,86
3632,US,99
3633,CANADA,85
3634,TURKEY,23
3635,TURKEY,69
3636,SPAIN,51
3637,NONE,318
3638,NONE,435
3639,UK,33
3640,CHINA,61
3641,US,27
3642,UK,62
3643,TURKEY,79
3644,NONE,257
3645,SOUTH KOREA,54
3646,MEXICO,33
3647,UK,87
3648,ITALY,92
3649,THAILAND,91
3650,ITALY,41
3651,CANADA,87
3652,SPAIN,69
3653,CHILE,87
3654,CHILE,20
3655,CHINA,47
3656,TURKEY,78
3657,ITALY,52
3658,CANADA,22
3659,NONE,238
3660,CHILE,20
3661,CHILE,39
3662,UK,99
3663,THAILAND,68
3664,SPAIN,63
3665,SPAIN,100
3666,UK,56
3667,ITALY,80
3668,SOUTH KOREA,87
3669,US,49
3670,SOUTH KOREA,84
3671,CHILE,50
3672,CHINA,37
3673,SOUTH KOREA,75
3674,CANADA,66
3675,TURKEY,32
3676,ITALY,82
3677,US,51
3678,TURKEY,53
3679,CHINA,57
3680,MEXICO,20
3681,TURKEY,85
3682,NONE,132
3683,TURKEY,82
3684,ITALY,44
3685,US,79
3686,CHINA,61
3687,TURKEY,45
3688,THAILAND,28
3689,CANADA,94
3690,US,58
3691,THAILAND,92
3692,CANADA,79
3693,CHILE,98
3694,UK,76
3695,CANADA,90
3696,CANADA,96
3697,SOUTH KOREA,81
3698,UK,89
3699,UK,91
3700,CANADA,75
3701,SPAIN,83
3702,TURKEY,98
3703,SPAIN,86
3704,THAILAND,25
3705,CANADA,23
3706,MEXICO,86
3707,CHINA,23
3708,SOUTH KOREA,97
3709,TURKEY,53
3710,MEXICO,96
3711,CHILE,56
3712,THAILAND,30
3713,NONE,575
3714,MEXICO,36
3715,CHINA,40
3716,ITALY,23
3717,NONE,76
3718,SPAIN,77
3719,SPAIN,22
3720,NONE,469
3721,CHILE,64
3722,US,67
3723,CHINA,77
3724,UK,21
3725,SPAIN,33
3726,UK,28
3727,UK,29
3728,NONE,613
3729,CANADA,25
3730,ITALY,20
3731,TURKEY,68
3732,SOUTH KOREA,59
3733,UK,47
3734,CHILE,73
3735,NONE,601
3736,CHILE,62
3737,ITALY,47
3738,SPAIN,82
3739,ITALY,36
3740,THAILAND,36
3741,SPAIN,31
3742,THAILAND,90
3743,US,41
3744,UK,81
3745,ITALY,79
3746,TURKEY,48
3747,UK,79
3748,ITALY,37
3749,ITALY,87
3750,CHINA,92
3751,SPAIN,72
3752,NONE,304
3753,ITALY,85
3754,CANADA,82
3755,TURKEY,50
3756,CANADA,38
3757,ITALY,92
3758,US,53
3759,TURKEY,96
3760,TURKEY,25
3761,SOUTH KOREA,95
3762,CHINA,68
3763,THAILAND,31
3764,NONE,830
3765,CANADA,22
3766,NONE,518
3767,US,33
3768,THAILAND,88
3769,MEXICO,30
3770,CANADA,42
3771,NONE,99
3772,TURKEY,64
3773,MEXICO,59
3774,ITALY,37
3775,CANADA,46
3776,SOUTH KOREA,26
3777,US,68
3778,SOUTH KOREA,63
3779,THAILAND,84
3780,UK,77
3781,US,51
3782,TURKEY,30
3783,SPAIN,64
3784,THAILAND,50
3785,US,73
3786,NONE,373
3787,MEXICO,38
3788,THAILAND,48
3789,CHILE,31
3790,CHILE,91
3791,MEXICO,82
3792,THAILAND,81
3793,NONE,636
3794,CANADA,89
3795,SPAIN,68
3796,ITALY,33
3797,TURKEY,54
3798,CHINA,47
3799,TURKEY,53
3800,ITALY,90
3801,CANADA,44
3802,CHILE,47
3803,MEXICO,80
3804,UK,73
3805,NONE,350
3806,MEXICO,36
3807,CHINA,27
3808,SOUTH KOREA,57
3809,NONE,984
3810,THAILAND,49
3811,SOUTH KOREA,67
3812,SOUTH KOREA,82
3813,CANADA,29
3814,THAILAND,31
3815,SOUTH KOREA,23
3816,SOUTH KOREA,67
3817,UK,49
3818,ITALY,87
3819,CANADA,60
3820,SOUTH KOREA,32
3821,CHILE,66
3822,THAILAND,47
3823,CANADA,35
3824,CANADA,98
3825,THAILAND,63
3826,US,20
3827,UK,74
3828,UK,67
3829,NONE,695
3830,US,87
3831,SOUTH KOREA,90
3832,CHILE,95
3833,ITALY,46
3834,CHILE,53
3835,US,94
3836,CHILE,64
3837,CANADA,22
3838,MEXICO,75
3839,CANADA,73
3840,CHILE,55
3841,THAILAND,77
3842,UK,94
3843,CHINA,31
3844,ITALY,21
3845,UK,91
3846,SOUTH KOREA,33
3847,CANADA,28
3848,US,23
3849,UK,43
3850,ITALY,80
3851,SOUTH KOREA,77
3852,TURKEY,45
3853,SPAIN,73
3854,ITALY,88
3855,SOUTH KOREA,68
3856,CANADA,57
3857,CANADA,36
3858,US,50
3859,TURKEY,68
3860,NONE,88
3861,NONE,349
3862,CANADA,45
3863,CANADA,32
3864,TURKEY,31
3865,ITALY,32
3866,UK,88
3867,CHINA,33
3868,SPAIN,31
3869,ITALY,91
3870,SPAIN,63
3871,SOUTH KOREA,39
3872,MEXICO,47
3873,NONE,74
3874,THAILAND,36
3875,SPAIN,55
3876,CHILE,29
3877,TURKEY,64
3878,CANADA,65
3879,CANADA,79
3880,SOUTH KOREA,57
3881,UK,63
3882,US,92
3883,MEXICO,50
3884,NONE,483
3885,CHINA,62
3886,CHINA,28
3887,CHINA,83
3888,CHILE,29
3889,ITALY,62
3890,SPAIN,47
3891,SOUTH KOREA,29
3892,CHINA,74
3893,SOUTH KOREA,48
3894,UK,56
3895,CHILE,95
3896,ITALY,97
3897,US,26
3898,US,63
3899,ITALY,46
3900,US,31
3901,NONE,572
3902,SOUTH KOREA,21
3903,SOUTH KOREA,50
3904,SPAIN,30
3905,US,29
3906,ITALY,94
3907,CHILE,61
3908,CHILE,21
3909,US,29
3910,US,59
3911,CHINA,69
3912,ITALY,48
3913,CHINA,58
3914,NONE,623
3915,THAILAND,80
3916,ITALY,86
3917,CHILE,51
3918,CANADA,43
3919,ITALY,31
3920,ITALY,25
3921,CHILE,79
3922,MEXICO,48
3923,ITALY,71
3924,SPAIN,81
3925,MEXICO,41
3926,CHILE,56
3927,UK,42
3928,MEXICO,51
3929,SPAIN,43
3930,TURKEY,66
3931,NONE,929
3932,SOUTH KOREA,50
3933,TURKEY,92
3934,CANADA,21
3935,MEXICO,97
3936,SPAIN,50
3937,SOUTH KOREA,98
3938,NONE,440
3939,CANADA,58
3940,CANADA,95
3941,US,72
3942,UK,40
3943,CANADA,22
3944,CHINA,95
3945,NONE,966
3946,MEXICO,87
3947,UK,54
3948,CHINA,35
3949,CANADA,64
3950,UK,39
3951,TURKEY,76
3952,TURKEY,48
3953,NONE,976
3954,SOUTH KOREA,79
3955,SOUTH KOREA,36
3956,SPAIN,84
3957,UK,81
3958,CHINA,66
3959,NONE,230
3960,CHINA,70
3961,TURKEY,93
3962,CANADA,72
3963,THAILAND,48
3964,ITALY,97
3965,ITALY,55
3966,SPAIN,68
3967,THAILAND,90
3968,MEXICO,40
3969,THAILAND,100
3970,TURKEY,36
3971,CHILE,60
3972,THAILAND,60
3973,ITALY,54
3974,THAILAND,40
3975,CHINA,22
3976,CANADA,49
3977,ITALY,31
3978,THAILAND,48
3979,UK,58
3980,TURKEY,29
3981,CHILE,70
3982,MEXICO,24
3983,CHILE,35
3984,SPAIN,33
3985,CHILE,31
3986,ITALY,62
3987,ITALY,54
3988,ITALY,92
3989,US,84
3990,NONE,994
3991,CHILE,81
3992,NONE,305
3993,TURKEY,35
3994,CHILE,55
3995,MEXICO,50
3996,SOUTH KOREA,35
3997,MEXICO,52
3998,TURKEY,59
3999,MEXICO,65
4000,UK,96
4001,TURKEY,56
4002,US,91
4003,THAILAND,52
4004,NONE,334
4005,SOUTH KOREA,60
4006,MEXICO,32
4007,US,54
4008,MEXICO,82
4009,THAILAND,82
4010,CHILE,71
4011,MEXICO,80
4012,THAILAND,60
4013,SOUTH KOREA,71
4014,CANADA,29
4015,MEXICO,35
4016,SPAIN,27
4017,CHILE,64
4018,CHILE,99
4019,UK,67
4020,ITALY,35
4021,SOUTH KOREA,24
4022,THAILAND,75
4023,SOUTH KOREA,52
4024,MEXICO,91
4025,US,52
4026,THAILAND,33
4027,NONE,745
4028,MEXICO,100
4029,SOUTH KOREA,70
4030,NONE,272
4031,CANADA,33
4032,SOUTH KOREA,61
4033,NONE,819
4034,NONE,642
4035,CANADA,26
4036,THAILAND,93
4037,CHILE,53
4038,US,37
4039,THAILAND,100
4040,CANADA,92
4041,ITALY,83
4042,SPAIN,71
4043,US,73
4044,CHILE,98
4045,CHILE,48
4046,SOUTH KOREA,58
4047,CHILE,49
4048,SOUTH KOREA,75
4049,MEXICO,34
4050,CHILE,70
4051,US,69
4052,MEXICO,38
4053,CANADA,100
4054,US,39
4055,NONE,603
4056,THAILAND,51
4057,CHINA,59
4058,CANADA,62
4059,NONE,544
4060,US,91
4061,SPAIN,90
4062,TURKEY,46
4063,ITALY,73
4064,US,53
4065,CHILE,47
4066,SOUTH KOREA,29
4067,TURKEY,29
4068,ITALY,77
4069,CHINA,40
4070,SPAIN,71
4071,TURKEY,95
4072,ITALY,52
4073,CANADA,81
4074,SPAIN,48
4075,ITALY,34
4076,CHILE,22
4077,CHINA,79
4078,SOUTH KOREA,41
4079,TURKEY,70
4080,CANADA,28
4081,US,24
4082,MEXICO,84
4083,MEXICO,96
4084,ITALY,58
4085,THAILAND,88
4086,TURKEY,98
4087,CHILE,36
4088,MEXICO,80
4089,TURKEY,95
4090,US,24
4091,NONE,912
4092,UK,29
4093,SOUTH KOREA,86
4094,CHINA,58
4095,CANADA,57
4096,CANADA,25
4097,US,46
4098,MEXICO,59
4099,CHILE,44
4100,TURKEY,70
4101,SPAIN,32
4102,CANADA,42
4103,NONE,593
4104,CHINA,73
4105,TURKEY,100
4106,CHINA,66
4107,CHILE,59
4108,NONE,576
4109,CHILE,72
4110,THAILAND,71
4111,ITALY,20
4112,UK,47
4113,CANADA,51
4114,CANADA,83
4115,CHILE,68
4116,MEXICO,25
4117,NONE,592
4118,UK,98
4119,MEXICO,37
4120,CHILE,37
4121,ITALY,87
4122,SPAIN,60
4123,SPAIN,77
4124,NONE,71
4125,TURKEY,38
4126,US,49
4127,NONE,595
4128,UK,49
4129,NONE,705
4130,THAILAND,28
4131,US,82
4132,NONE,519
4133,US,49
4134,CANADA,95
4135,UK,90
4136,TURKEY,87
4137,CHINA,100
4138,CHILE,29
4139,US,90
4140,US,39
4141,THAILAND,89
4142,UK,28
4143,TURKEY,39
4144,SOUTH KOREA,91
4145,SOUTH KOREA,35
4146,SOUTH KOREA,91
4147,CHINA,95
4148,US,92
4149,CHILE,54
4150,MEXICO,97
4151,SOUTH KOREA,98
4152,NONE,502
4153,US,62
4154,CHILE,41
4155,CHILE,58
4156,CHILE,67
4157,NONE,940
4158,ITALY,57
4159,UK,55
4160,SOUTH KOREA,72
4161,US,56
4162,CANADA,74
4163,MEXICO,62
4164,CHILE,96
4165,CHILE,26
4166,CANADA,95
4167,SOUTH KOREA,89
4168,UK,22
4169,THAILAND,30
4170,MEXICO,59
4171,CHILE,33
4172,THAILAND,22
4173,UK,30
4174,CANADA,59
4175,TURKEY,98
4176,ITALY,74
4177,US,58
4178,NONE,758
4179,CANADA,33
4180,SPAIN,52
4181,SOUTH KOREA,82
4182,CANADA,28
4183,MEXICO,56
4184,MEXICO,65
4185,MEXICO,78
4186,US,34
4187,CHILE,37
4188,THAILAND,58
4189,TURKEY,42
4190,SPAIN,40
4191,THAILAND,97
4192,US,57
4193,THAILAND,50
4194,SPAIN,97
