id,setting
4267,walking
4268,walking
4269,dining
4270,working
4271,working
4272,walking
4273,driving
4274,before sleep
4275,shopping
4276,shopping
4277,driving
4278,dining
4279,shopping
4280,walking
4281,studying
4282,studying
4283,dining
4284,walking
4285,driving
4286,walking
4287,driving
4288,walking
4289,driving
4290,driving
4291,waiting for bus
4292,shopping
4293,studying
4294,walking
4295,watching TV
4296,before sleep
4297,watching TV
4298,working
4299,walking
4300,before sleep
4301,studying
4302,dining
4303,before sleep
4304,studying
4305,dining
4306,waiting for bus
4307,driving
4308,walking
4309,driving
4310,walking
4311,walking
4312,working
4313,waiting for bus
4314,watching TV
4315,watching TV
4316,driving
4317,driving
4318,driving
4319,waiting for bus
4320,driving
4321,walking
4322,walking
4323,dining
4324,before sleep
4325,driving
4326,watching TV
4327,driving
4328,walking
4329,dining
4330,waiting for bus
4331,before sleep
4332,watching TV
4333,watching TV
4334,waiting for bus
4335,shopping
4336,driving
4337,dining
4338,shopping
4339,dining
4340,working
4341,working
4342,dining
4343,dining
4344,driving
4345,driving
4346,before sleep
4347,shopping
4348,walking
4349,walking
4350,driving
4351,walking
4352,walking
4353,driving
4354,studying
4355,walking
4356,driving
4357,working
4358,waiting for bus
4359,watching TV
4360,driving
4361,shopping
4362,working
4363,walking
4364,before sleep
4365,driving
4366,walking
4367,walking
4368,before sleep
4369,watching TV
4370,waiting for bus
4371,walking
4372,dining
4373,shopping
4374,dining
4375,before sleep
4376,working
4377,walking
4378,working
4379,watching TV
4380,driving
4381,waiting for bus
4382,watching TV
4383,walking
4384,waiting for bus
4385,before sleep
4386,before sleep
4387,waiting for bus
4388,driving
4389,walking
4390,waiting for bus
4391,watching TV
4392,watching TV
4393,waiting for bus
4394,studying
4395,driving
4396,dining
4397,working
4398,driving
4399,shopping
4400,waiting for bus
4401,studying
4402,walking
4403,walking
4404,watching TV
4405,waiting for bus
4406,before sleep
4407,waiting for bus
4408,walking
4409,waiting for bus
4410,walking
4411,driving
4412,waiting for bus
4413,driving
4414,studying
4415,working
4416,driving
4417,driving
4418,dining
4419,watching TV
4420,watching TV
4421,watching TV
4422,before sleep
4423,driving
4424,before sleep
4425,shopping
4426,driving
4427,before sleep
4428,waiting for bus
4429,driving
4430,watching TV
4431,dining
4432,driving
4433,walking
4434,waiting for bus
4435,waiting for bus
4436,before sleep
4437,walking
4438,dining
4439,waiting for bus
4440,shopping
4441,shopping
4442,studying
4443,before sleep
4444,working
4445,waiting for bus
4446,shopping
4447,driving
4448,before sleep
4449,driving
4450,driving
4451,waiting for bus
4452,walking
4453,watching TV
4454,dining
4455,waiting for bus
4456,watching TV
4457,working
4458,shopping
4459,dining
4460,watching TV
4461,driving
4462,before sleep
4463,driving
4464,driving
4465,shopping
4466,driving
4467,walking
4468,watching TV
4469,walking
4470,walking
4471,watching TV
4472,before sleep
4473,driving
4474,working
4475,driving
4476,waiting for bus
4477,driving
4478,walking
4479,waiting for bus
4480,watching TV
4481,watching TV
4482,waiting for bus
4483,walking
4484,waiting for bus
4485,studying
4486,driving
4487,shopping
4488,watching TV
4489,walking
4490,before sleep
4491,before sleep
4492,dining
4493,driving
4494,watching TV
4495,walking
4496,working
4497,shopping
4498,driving
4499,shopping
4500,walking
4501,watching TV
4502,waiting for bus
4503,shopping
4504,driving
4505,dining
4506,waiting for bus
4507,walking
4508,working
4509,working
4510,walking
4511,waiting for bus
4512,waiting for bus
4513,waiting for bus
4514,shopping
4515,working
4516,walking
4517,studying
4518,walking
4519,dining
4520,studying
4521,waiting for bus
4522,before sleep
4523,dining
4524,waiting for bus
4525,before sleep
4526,driving
4527,driving
4528,dining
4529,before sleep
4530,shopping
4531,before sleep
4532,shopping
4533,waiting for bus
4534,walking
4535,studying
4536,walking
4537,dining
4538,walking
4539,working
4540,walking
4541,dining
4542,walking
4543,waiting for bus
4544,watching TV
4545,walking
4546,waiting for bus
4547,waiting for bus
4548,working
4549,driving
4550,waiting for bus
4551,dining
4552,walking
4553,shopping
4554,driving
4555,shopping
4556,shopping
4557,working
4558,walking
4559,watching TV
4560,dining
4561,shopping
4562,before sleep
4563,driving
4564,working
4565,watching TV
4566,studying
4567,working
4568,waiting for bus
4569,dining
4570,dining
4571,driving
4572,dining
4573,dining
4574,before sleep
4575,driving
4576,before sleep
4577,working
4578,driving
4579,walking
4580,studying
4581,waiting for bus
4582,driving
4583,driving
4584,watching TV
4585,before sleep
4586,driving
4587,shopping
4588,dining
4589,walking
4590,driving
4591,driving
4592,watching TV
4593,walking
4594,before sleep
4595,working
4596,shopping
4597,walking
4598,walking
4599,studying
4600,walking
4601,before sleep
4602,walking
4603,walking
4604,before sleep
4605,studying
4606,driving
4607,before sleep
4608,dining
4609,driving
4610,shopping
4611,driving
4612,watching TV
4613,waiting for bus
4614,watching TV
4615,shopping
4616,working
4617,watching TV
4618,walking
4619,dining
4620,dining
4621,driving
4622,shopping
4623,walking
4624,walking
4625,walking
4626,before sleep
4627,studying
4628,before sleep
4629,driving
4630,shopping
4631,driving
4632,studying
4633,walking
4634,watching TV
4635,studying
4636,before sleep
4637,driving
4638,shopping
4639,driving
4640,waiting for bus
4641,walking
4642,watching TV
4643,walking
4644,waiting for bus
4645,working
4646,shopping
4647,driving
4648,studying
4649,driving
4650,before sleep
4651,driving
4652,walking
4653,walking
4654,watching TV
4655,waiting for bus
4656,shopping
4657,driving
4658,driving
4659,waiting for bus
4660,walking
4661,studying
4662,driving
4663,waiting for bus
4664,studying
4665,watching TV
4666,dining
4667,driving
4668,driving
4669,watching TV
4670,studying
4671,working
4672,shopping
4673,dining
4674,studying
4675,studying
4676,waiting for bus
4677,driving
4678,dining
4679,waiting for bus
4680,driving
4681,dining
4682,driving
4683,shopping
4684,waiting for bus
4685,driving
4686,walking
4687,watching TV
4688,dining
4689,driving
4690,walking
4691,dining
4692,shopping
4693,driving
4694,dining
4695,walking
4696,watching TV
4697,watching TV
4698,dining
4699,dining
4700,waiting for bus
4701,before sleep
4702,working
4703,working
4704,watching TV
4705,driving
4706,studying
4707,driving
4708,before sleep
4709,shopping
4710,working
4711,walking
4712,waiting for bus
4713,waiting for bus
4714,watching TV
4715,driving
4716,before sleep
4717,driving
4718,studying
4719,watching TV
4720,walking
4721,driving
4722,driving
4723,working
4724,waiting for bus
4725,waiting for bus
4726,shopping
4727,driving
4728,walking
4729,waiting for bus
4730,waiting for bus
4731,before sleep
4732,walking
4733,studying
4734,watching TV
4735,watching TV
4736,driving
4737,driving
4738,studying
4739,walking
4740,watching TV
4741,studying
4742,walking
4743,watching TV
4744,waiting for bus
4745,working
4746,before sleep
4747,studying
4748,driving
4749,walking
4750,watching TV
4751,working
4752,studying
4753,studying
4754,studying
4755,shopping
4756,waiting for bus
4757,waiting for bus
4758,waiting for bus
4759,waiting for bus
4760,dining
4761,working
4762,shopping
4763,working
4764,waiting for bus
4765,walking
4766,driving
4767,shopping
4768,waiting for bus
4769,walking
4770,shopping
4771,driving
4772,driving
4773,before sleep
4774,before sleep
4775,walking
4776,walking
4777,walking
4778,watching TV
4779,driving
4780,walking
4781,working
4782,before sleep
4783,shopping
4784,walking
4785,driving
4786,watching TV
4787,waiting for bus
4788,shopping
4789,walking
4790,driving
4791,walking
4792,walking
4793,studying
4794,before sleep
4795,shopping
4796,waiting for bus
4797,watching TV
4798,before sleep
4799,driving
4800,studying
4801,walking
4802,watching TV
4803,studying
4804,shopping
4805,driving
4806,working
4807,driving
4808,before sleep
4809,working
4810,studying
4811,walking
4812,dining
4813,walking
4814,before sleep
4815,studying
4816,driving
4817,working
4818,shopping
4819,waiting for bus
4820,waiting for bus
4821,driving
4822,walking
4823,watching TV
4824,walking
4825,driving
4826,walking
4827,waiting for bus
4828,driving
4829,shopping
4830,walking
4831,driving
4832,watching TV
4833,walking
4834,walking
4835,driving
4836,before sleep
4837,watching TV
4838,before sleep
4839,walking
4840,studying
4841,studying
4842,shopping
4843,waiting for bus
4844,watching TV
4845,before sleep
4846,waiting for bus
4847,before sleep
4848,walking
4849,shopping
4850,studying
4851,working
4852,watching TV
4853,driving
4854,watching TV
4855,shopping
4856,driving
4857,driving
4858,working
4859,working
4860,driving
4861,driving
4862,dining
4863,working
4864,working
4865,working
4866,shopping
4867,driving
4868,driving
4869,dining
4870,dining
4871,driving
4872,before sleep
4873,driving
4874,before sleep
4875,walking
4876,watching TV
4877,dining
4878,driving
4879,shopping
4880,driving
4881,studying
4882,dining
4883,studying
4884,walking
4885,before sleep
4886,studying
4887,working
4888,working
4889,walking
4890,working
4891,working
4892,before sleep
4893,driving
4894,walking
4895,dining
4896,driving
4897,dining
4898,driving
4899,before sleep
4900,dining
4901,waiting for bus
4902,waiting for bus
4903,walking
4904,studying
4905,shopping
4906,driving
4907,shopping
4908,driving
4909,waiting for bus
4910,walking
4911,driving
4912,driving
4913,driving
4914,driving
4915,driving
4916,working
4917,dining
4918,before sleep
4919,driving
4920,shopping
4921,watching TV
4922,dining
4923,studying
4924,walking
4925,before sleep
4926,walking
4927,driving
4928,driving
4929,walking
4930,shopping
4931,walking
4932,working
4933,shopping
4934,walking
4935,driving
4936,studying
4937,shopping
4938,driving
4939,walking
4940,before sleep
4941,driving
4942,working
4943,studying
4944,working
4945,driving
4946,working
4947,walking
4948,walking
4949,waiting for bus
4950,walking
4951,watching TV
4952,working
4953,working
4954,watching TV
4955,driving
4956,driving
4957,dining
4958,studying
4959,waiting for bus
4960,waiting for bus
4961,shopping
4962,driving
4963,driving
4964,driving
4965,driving
4966,before sleep
4967,driving
4968,driving
4969,walking
4970,studying
4971,watching TV
4972,watching TV
4973,watching TV
4974,driving
4975,driving
4976,studying
4977,working
4978,walking
4979,before sleep
4980,waiting for bus
4981,driving
4982,driving
4983,working
4984,walking
4985,dining
4986,shopping
4987,waiting for bus
4988,waiting for bus
4989,waiting for bus
4990,before sleep
4991,driving
4992,studying
4993,driving
4994,working
4995,waiting for bus
4996,working
4997,dining
4998,studying
4999,driving
