id,gender,test taker
3865,female,Y
3866,male,Y
3867,female,Y
3868,female,N
3869,male,Y
3870,female,N
3871,female,N
3872,female,Y
3873,male,Y
3874,male,N
3875,male,Y
3876,male,Y
3877,female,N
3878,male,N
3879,female,N
3880,male,Y
3881,female,N
3882,female,N
3883,male,Y
3884,female,Y
3885,male,Y
3886,female,N
3887,male,Y
3888,female,N
3889,male,N
3890,male,N
3891,female,N
3892,female,N
3893,female,N
3894,female,N
3895,female,Y
3896,female,N
3897,male,Y
3898,female,N
3899,female,N
3900,female,N
3901,female,N
3902,male,Y
3903,male,Y
3904,female,N
3905,female,N
3906,male,Y
3907,female,Y
3908,female,N
3909,female,Y
3910,male,N
3911,male,N
3912,male,N
3913,male,N
3914,male,Y
3915,male,Y
3916,female,N
3917,male,Y
3918,female,N
3919,female,N
3920,female,N
3921,male,N
3922,female,N
3923,female,N
3924,female,N
3925,female,N
3926,male,Y
3927,female,N
3928,female,Y
3929,male,Y
3930,female,N
3931,female,N
3932,male,N
3933,female,N
3934,female,N
3935,female,N
3936,female,N
3937,male,Y
3938,male,Y
3939,female,Y
3940,female,N
3941,female,Y
3942,female,Y
3943,male,Y
3944,male,Y
3945,male,Y
3946,female,N
3947,female,N
3948,male,Y
3949,female,N
3950,female,N
3951,male,N
3952,male,Y
3953,female,N
3954,female,Y
3955,female,N
3956,male,Y
3957,male,Y
3958,male,Y
3959,female,N
3960,male,N
3961,female,N
3962,female,N
3963,male,Y
3964,male,Y
3965,male,Y
3966,female,Y
3967,female,Y
3968,female,N
3969,female,Y
3970,female,Y
3971,male,N
3972,female,N
3973,female,N
3974,female,N
3975,male,Y
3976,male,Y
3977,male,Y
3978,male,Y
3979,female,N
3980,male,N
3981,female,Y
3982,male,N
3983,female,N
3984,male,Y
3985,female,N
3986,female,N
3987,female,Y
3988,female,N
3989,female,Y
3990,female,Y
3991,male,Y
3992,male,Y
3993,female,N
3994,female,N
3995,male,Y
3996,female,N
3997,female,Y
3998,female,Y
3999,female,N
4000,male,Y
4001,female,N
4002,female,Y
4003,female,Y
4004,female,Y
4005,female,Y
4006,female,N
4007,male,Y
4008,female,N
4009,female,Y
4010,female,Y
4011,female,N
4012,female,Y
4013,female,Y
4014,male,N
4015,male,N
4016,female,N
4017,female,N
4018,male,Y
4019,male,Y
4020,male,Y
4021,male,Y
4022,female,N
4023,male,Y
4024,male,Y
4025,female,N
4026,female,N
4027,female,N
4028,female,Y
4029,female,N
4030,female,N
4031,male,N
4032,male,Y
4033,female,Y
4034,female,N
4035,female,N
4036,female,N
4037,male,Y
4038,male,Y
4039,female,N
4040,male,Y
4041,male,Y
4042,female,N
4043,female,N
4044,male,N
4045,female,N
4046,female,N
4047,female,Y
4048,female,Y
4049,male,Y
4050,male,Y
4051,female,N
4052,male,Y
4053,female,N
4054,male,Y
4055,male,Y
4056,female,N
4057,male,Y
4058,male,Y
4059,female,N
4060,female,Y
4061,male,Y
4062,male,Y
4063,male,N
4064,female,N
4065,male,Y
4066,female,N
4067,male,Y
4068,male,Y
4069,male,Y
4070,female,N
4071,female,N
4072,male,Y
4073,male,Y
4074,male,Y
4075,male,N
4076,male,Y
4077,male,Y
4078,female,N
4079,female,N
4080,male,Y
4081,male,Y
4082,female,Y
4083,female,N
4084,female,Y
4085,female,N
4086,male,Y
4087,female,N
4088,female,N
4089,female,Y
4090,male,Y
4091,female,Y
4092,male,Y
4093,female,N
4094,female,Y
4095,female,N
4096,female,N
4097,female,N
4098,female,N
4099,female,N
4100,female,N
4101,female,N
4102,female,N
4103,female,N
4104,male,Y
4105,female,N
4106,female,N
4107,female,N
4108,male,Y
4109,female,Y
4110,male,Y
4111,male,Y
4112,male,Y
4113,female,Y
4114,female,Y
4115,female,Y
4116,female,N
4117,male,Y
4118,male,N
4119,male,Y
4120,male,Y
4121,female,N
4122,male,Y
4123,female,N
4124,male,N
4125,female,N
4126,male,Y
4127,male,Y
4128,male,Y
4129,male,Y
4130,male,N
4131,male,N
4132,female,Y
4133,male,Y
4134,female,N
4135,male,Y
4136,male,Y
4137,female,N
4138,male,N
4139,female,N
4140,female,Y
4141,male,Y
4142,female,N
4143,female,Y
4144,female,Y
4145,male,Y
4146,female,Y
4147,male,Y
4148,male,Y
4149,female,N
4150,female,Y
4151,male,Y
4152,female,N
4153,female,N
4154,female,N
4155,female,N
4156,male,Y
4157,female,N
4158,female,Y
4159,female,N
4160,female,Y
4161,male,Y
4162,male,Y
4163,female,N
4164,female,N
4165,female,N
4166,male,N
4167,female,N
4168,female,N
4169,female,N
4170,female,Y
4171,female,N
4172,male,Y
4173,female,N
4174,female,N
4175,male,Y
4176,male,Y
4177,male,Y
4178,male,Y
4179,female,Y
4180,male,Y
4181,male,Y
4182,female,N
4183,female,Y
4184,female,Y
4185,male,Y
4186,female,N
4187,female,N
4188,male,Y
4189,female,Y
4190,female,N
4191,female,Y
4192,female,Y
4193,female,N
4194,female,N
4195,male,Y
4196,male,N
4197,female,N
4198,female,N
4199,female,Y
4200,female,Y
4201,female,N
4202,male,Y
4203,female,N
4204,female,N
4205,female,N
4206,male,Y
4207,female,Y
4208,female,N
4209,male,Y
4210,female,N
4211,female,N
4212,female,N
4213,male,Y
4214,female,N
4215,female,Y
4216,male,Y
4217,female,N
4218,male,Y
4219,female,Y
4220,male,N
4221,female,N
4222,female,Y
4223,female,N
4224,male,Y
4225,female,Y
4226,female,Y
4227,female,N
4228,female,N
4229,female,N
4230,female,N
4231,female,N
4232,female,Y
4233,male,Y
4234,female,N
4235,female,Y
4236,female,N
4237,female,Y
4238,female,N
4239,female,N
4240,female,N
4241,female,N
4242,female,Y
4243,female,N
4244,female,Y
4245,female,N
4246,male,Y
4247,male,Y
4248,female,N
4249,female,Y
4250,female,N
4251,female,Y
4252,male,Y
4253,female,N
4254,female,Y
4255,female,Y
4256,female,N
4257,male,N
4258,female,N
4259,female,N
4260,female,Y
4261,male,Y
4262,female,N
4263,male,Y
4264,female,N
4265,female,N
4266,female,N
4267,female,N
4268,female,Y
4269,male,N
4270,male,Y
4271,male,Y
4272,female,N
4273,female,N
4274,female,N
4275,female,N
4276,male,N
4277,female,N
4278,female,Y
4279,male,Y
4280,male,N
4281,male,Y
4282,female,N
4283,female,Y
4284,male,N
4285,female,N
4286,female,N
4287,female,N
4288,male,Y
4289,female,Y
4290,female,Y
4291,female,N
4292,female,Y
4293,male,Y
4294,female,N
4295,female,N
4296,female,N
4297,female,N
4298,female,N
4299,male,N
4300,male,Y
4301,female,N
4302,female,Y
4303,male,N
4304,male,Y
4305,male,Y
4306,male,Y
4307,female,Y
4308,female,N
4309,female,N
4310,female,Y
4311,female,N
4312,male,Y
4313,female,N
4314,female,N
4315,female,N
4316,female,Y
4317,female,Y
4318,male,Y
4319,male,Y
4320,female,N
4321,female,N
4322,female,Y
4323,female,Y
4324,female,N
4325,male,Y
4326,female,Y
4327,male,Y
4328,female,Y
4329,female,N
4330,male,Y
4331,male,Y
4332,male,N
4333,female,N
4334,female,Y
4335,male,Y
4336,female,Y
4337,male,Y
4338,male,Y
4339,male,Y
4340,male,Y
4341,female,Y
4342,female,Y
4343,female,N
4344,female,N
4345,male,Y
4346,male,N
4347,female,N
4348,male,Y
4349,female,N
4350,female,N
4351,female,N
4352,female,Y
4353,male,Y
4354,female,N
4355,female,N
4356,male,Y
4357,male,Y
4358,male,N
4359,female,Y
4360,male,Y
4361,male,N
4362,male,Y
4363,female,Y
4364,male,Y
4365,female,N
4366,male,Y
4367,female,N
4368,male,Y
4369,female,N
4370,female,N
4371,female,N
4372,female,N
4373,male,Y
4374,female,N
4375,male,Y
4376,female,N
4377,female,N
4378,male,N
4379,female,Y
4380,male,Y
4381,male,Y
4382,male,Y
4383,female,Y
4384,female,N
4385,female,N
4386,female,Y
4387,female,Y
4388,female,N
4389,male,N
4390,female,Y
4391,female,N
4392,female,N
4393,male,Y
4394,female,Y
4395,male,Y
4396,male,Y
4397,female,Y
4398,female,N
4399,male,Y
4400,male,Y
4401,female,N
4402,female,N
4403,male,N
4404,female,Y
4405,female,N
4406,female,Y
4407,female,N
4408,female,N
4409,female,N
4410,female,N
4411,female,Y
4412,male,Y
4413,male,Y
4414,male,Y
4415,female,N
4416,male,N
4417,female,N
4418,male,Y
4419,female,N
4420,female,Y
4421,male,N
4422,female,N
4423,male,Y
4424,male,N
4425,female,N
4426,male,Y
4427,female,N
4428,male,Y
4429,female,Y
4430,female,N
4431,female,N
4432,female,Y
4433,female,Y
4434,female,Y
4435,female,N
4436,female,Y
4437,female,N
4438,female,N
4439,female,N
4440,female,N
4441,female,N
4442,female,Y
4443,male,Y
4444,female,Y
4445,female,N
4446,female,Y
4447,male,Y
4448,male,N
4449,female,Y
4450,male,Y
4451,female,N
4452,male,Y
4453,female,N
4454,female,Y
4455,female,N
4456,female,N
4457,male,Y
4458,female,N
4459,female,N
4460,female,N
4461,male,Y
4462,female,N
4463,male,Y
4464,female,N
4465,female,N
4466,female,Y
4467,male,Y
4468,female,N
4469,female,N
4470,male,Y
4471,female,N
4472,female,N
4473,female,N
4474,female,Y
4475,female,N
4476,female,Y
4477,male,N
4478,female,N
4479,female,N
4480,female,Y
4481,male,Y
4482,female,N
4483,female,N
4484,female,N
4485,male,Y
4486,female,N
4487,male,N
4488,female,Y
4489,female,N
4490,female,N
4491,male,Y
4492,female,N
4493,female,N
4494,female,N
4495,female,N
4496,female,N
4497,female,N
4498,female,N
4499,female,Y
4500,female,Y
4501,female,N
4502,male,Y
4503,female,N
4504,female,N
4505,female,N
4506,male,Y
4507,female,N
4508,female,Y
4509,male,Y
4510,male,Y
4511,male,Y
4512,female,Y
4513,male,Y
4514,male,Y
4515,female,N
4516,female,N
4517,male,Y
4518,male,Y
4519,female,N
4520,male,Y
4521,female,N
4522,male,Y
4523,female,N
4524,male,Y
4525,female,N
4526,female,N
4527,male,Y
4528,male,Y
4529,female,N
4530,male,N
4531,male,Y
4532,male,Y
4533,male,N
4534,female,N
4535,female,N
4536,female,N
4537,female,Y
4538,female,N
4539,female,N
4540,male,Y
4541,female,N
4542,female,Y
4543,female,Y
4544,male,Y
4545,male,Y
4546,male,Y
4547,male,Y
4548,female,Y
4549,female,N
4550,female,Y
4551,female,Y
4552,male,Y
4553,male,Y
4554,female,N
4555,male,N
4556,female,Y
4557,male,N
4558,male,Y
4559,female,N
4560,female,N
4561,male,Y
4562,female,N
4563,male,Y
4564,female,N
4565,male,Y
4566,male,Y
4567,female,Y
4568,female,N
4569,male,Y
4570,female,N
4571,male,Y
4572,female,N
4573,female,N
4574,female,N
4575,female,N
4576,female,N
4577,female,N
4578,male,N
4579,female,N
4580,female,N
4581,female,N
4582,female,N
4583,male,Y
4584,female,Y
4585,female,N
4586,male,Y
4587,female,Y
4588,male,Y
4589,female,N
4590,female,N
4591,female,N
4592,female,N
4593,male,Y
4594,male,Y
4595,female,N
4596,female,N
4597,female,N
4598,female,Y
4599,female,N
4600,female,Y
4601,female,N
4602,male,Y
4603,female,N
4604,male,Y
4605,female,N
4606,female,Y
4607,male,Y
4608,male,Y
4609,male,Y
4610,female,Y
4611,female,N
4612,female,N
4613,male,Y
4614,male,Y
4615,male,Y
4616,male,Y
4617,female,N
4618,male,Y
4619,male,Y
4620,male,Y
4621,female,Y
4622,female,Y
4623,female,N
4624,female,N
4625,female,N
4626,male,N
4627,female,Y
4628,male,Y
4629,male,Y
4630,male,Y
4631,male,Y
4632,female,N
4633,female,Y
4634,female,N
4635,female,N
4636,female,N
4637,male,Y
4638,female,N
4639,female,Y
4640,male,Y
4641,female,N
4642,female,N
4643,female,Y
4644,male,N
4645,female,N
4646,female,N
4647,female,N
4648,female,N
4649,female,N
4650,female,Y
4651,male,Y
4652,female,N
4653,female,Y
4654,female,N
4655,male,Y
4656,male,Y
4657,female,N
4658,female,N
4659,male,Y
4660,male,Y
4661,female,N
4662,male,Y
4663,female,N
4664,female,N
4665,female,Y
4666,female,N
4667,female,N
4668,female,N
4669,male,Y
4670,female,Y
4671,female,Y
4672,female,N
4673,female,Y
4674,female,Y
4675,male,Y
4676,female,N
4677,female,N
4678,female,N
4679,female,N
4680,female,N
4681,male,Y
4682,male,N
4683,female,N
4684,female,Y
4685,female,N
4686,male,Y
4687,male,Y
4688,male,Y
4689,female,N
4690,female,N
4691,male,Y
4692,male,Y
4693,female,N
4694,female,N
4695,male,Y
4696,female,N
4697,female,N
4698,male,Y
4699,female,Y
4700,female,N
4701,female,N
4702,female,Y
4703,male,Y
4704,male,N
4705,male,Y
4706,male,N
4707,female,Y
4708,male,Y
4709,female,N
4710,male,N
4711,female,Y
4712,male,N
4713,female,N
4714,male,Y
4715,female,N
4716,male,Y
4717,female,N
4718,female,Y
4719,female,N
4720,female,Y
4721,female,N
4722,male,Y
4723,female,N
4724,female,N
4725,female,N
4726,male,Y
4727,male,N
4728,male,N
4729,female,N
4730,female,Y
4731,male,Y
4732,female,N
4733,female,N
4734,male,Y
4735,female,N
4736,female,N
4737,male,Y
4738,female,Y
4739,male,Y
4740,female,N
4741,female,Y
4742,male,Y
4743,male,N
4744,female,N
4745,female,Y
4746,male,Y
4747,male,Y
4748,female,Y
4749,female,N
4750,male,Y
4751,female,N
4752,male,Y
4753,male,Y
4754,female,N
4755,male,N
4756,female,N
4757,female,N
4758,female,N
4759,male,Y
4760,male,N
4761,male,Y
4762,female,Y
4763,female,N
4764,female,N
4765,female,N
4766,male,Y
4767,female,N
4768,male,N
4769,female,Y
4770,female,N
4771,female,N
4772,male,Y
4773,male,Y
4774,female,N
4775,male,Y
4776,female,N
4777,male,Y
4778,male,Y
4779,female,Y
4780,female,Y
4781,male,Y
4782,female,N
4783,female,N
4784,female,N
4785,male,Y
4786,male,Y
4787,male,Y
4788,female,N
4789,female,Y
4790,female,Y
4791,female,N
4792,female,N
4793,male,Y
4794,female,N
4795,male,Y
4796,female,N
4797,male,Y
4798,female,N
4799,male,N
4800,male,N
4801,female,Y
4802,female,N
4803,female,Y
4804,female,N
4805,male,Y
4806,female,N
4807,male,Y
4808,male,N
4809,female,Y
4810,male,Y
4811,female,N
4812,male,Y
4813,male,Y
4814,male,Y
4815,female,N
4816,female,N
4817,female,N
4818,female,N
4819,female,N
4820,female,N
4821,male,Y
4822,female,N
4823,female,N
4824,male,Y
4825,male,N
4826,male,Y
4827,male,N
4828,male,Y
4829,female,N
4830,male,Y
4831,female,N
4832,female,N
4833,male,Y
4834,female,Y
4835,female,N
4836,female,N
4837,male,Y
4838,male,Y
4839,female,Y
4840,male,Y
4841,female,N
4842,female,N
4843,female,Y
4844,male,Y
4845,female,Y
4846,female,Y
4847,female,N
4848,female,Y
4849,female,Y
4850,female,N
4851,male,N
4852,male,Y
4853,male,Y
4854,male,Y
4855,female,Y
4856,female,N
4857,female,N
4858,male,Y
4859,female,N
4860,female,Y
4861,male,N
4862,female,N
4863,male,Y
4864,female,N
4865,male,N
4866,male,Y
4867,male,Y
4868,female,N
4869,female,Y
4870,male,Y
4871,male,Y
4872,female,Y
4873,female,Y
4874,male,Y
4875,female,N
4876,female,N
4877,male,Y
4878,male,Y
4879,female,Y
4880,female,N
4881,female,N
4882,male,N
4883,male,N
4884,female,N
4885,male,Y
4886,female,Y
4887,female,Y
4888,female,Y
4889,male,Y
4890,female,Y
4891,female,N
4892,male,Y
4893,male,Y
4894,female,Y
4895,female,N
4896,male,Y
4897,female,N
4898,male,Y
4899,female,N
4900,female,N
4901,female,N
4902,female,N
4903,male,Y
4904,female,Y
4905,female,Y
4906,female,N
4907,male,Y
4908,male,Y
4909,male,Y
4910,male,Y
4911,male,Y
4912,female,Y
4913,male,Y
4914,male,Y
4915,female,N
4916,male,N
4917,male,Y
4918,male,Y
4919,male,Y
4920,female,Y
4921,male,Y
4922,female,N
4923,female,N
4924,male,N
4925,male,Y
4926,female,N
4927,male,Y
4928,male,N
4929,female,N
4930,male,Y
4931,female,N
4932,female,N
4933,female,Y
4934,male,Y
4935,male,Y
4936,female,N
4937,male,Y
4938,male,Y
4939,female,N
4940,female,Y
4941,female,N
4942,female,N
4943,male,N
4944,male,Y
4945,male,Y
4946,male,Y
4947,male,Y
4948,female,N
4949,female,N
4950,female,N
4951,male,N
4952,female,Y
4953,male,Y
4954,female,N
4955,female,Y
4956,female,N
4957,male,Y
4958,male,Y
4959,female,N
4960,female,N
4961,female,N
4962,male,N
4963,male,Y
4964,male,Y
4965,female,N
4966,male,Y
4967,male,N
4968,female,N
4969,female,Y
4970,female,N
4971,male,Y
4972,male,Y
4973,male,Y
4974,male,N
4975,female,N
4976,male,Y
4977,female,N
4978,female,N
4979,female,N
4980,female,N
4981,male,Y
4982,female,N
4983,male,N
4984,female,N
4985,male,Y
4986,male,Y
4987,female,N
4988,female,N
4989,female,N
4990,male,Y
4991,female,Y
4992,male,Y
4993,female,N
4994,female,N
4995,female,Y
4996,female,N
4997,male,Y
4998,male,N
4999,male,Y
